participant,phase,condition,block,item_id,rating,qtext
User19,Practice,Dynamic,LearningExp,QID28_3,5.0,3. Following the dynamic ghost hand made the learning process easier.
User20,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User21,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User22,Practice,Dynamic,LearningExp,QID28_3,3.0,3. Following the dynamic ghost hand made the learning process easier.
User23,Practice,Dynamic,LearningExp,QID28_3,5.0,3. Following the dynamic ghost hand made the learning process easier.
User24,Practice,Dynamic,LearningExp,QID28_3,2.0,3. Following the dynamic ghost hand made the learning process easier.
User25,Practice,Dynamic,LearningExp,QID28_3,3.0,3. Following the dynamic ghost hand made the learning process easier.
User26,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User27,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User28,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User29,Practice,Dynamic,LearningExp,QID28_3,5.0,3. Following the dynamic ghost hand made the learning process easier.
User30,Practice,Dynamic,LearningExp,QID28_3,4.0,3. Following the dynamic ghost hand made the learning process easier.
User1,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User2,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User3,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User4,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User5,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User6,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User7,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User8,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User9,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User10,Practice,Dynamic,LearningExp,QID28_4,3.0,4. The dynamic ghost hand improved my timing and finger placement.
User11,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User12,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User13,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User14,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User15,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User16,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User17,Practice,Dynamic,LearningExp,QID28_4,3.0,4. The dynamic ghost hand improved my timing and finger placement.
User18,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User19,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User20,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User21,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User22,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User23,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User24,Practice,Dynamic,LearningExp,QID28_4,2.0,4. The dynamic ghost hand improved my timing and finger placement.
User25,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User26,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User27,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User28,Practice,Dynamic,LearningExp,QID28_4,3.0,4. The dynamic ghost hand improved my timing and finger placement.
User29,Practice,Dynamic,LearningExp,QID28_4,5.0,4. The dynamic ghost hand improved my timing and finger placement.
User30,Practice,Dynamic,LearningExp,QID28_4,4.0,4. The dynamic ghost hand improved my timing and finger placement.
User1,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User2,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User3,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User4,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User5,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User6,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User7,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User8,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User9,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User10,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User11,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User12,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User13,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User14,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User15,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User16,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User17,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User18,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User19,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User20,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User21,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User22,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User23,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User24,Practice,Dynamic,LearningExp,QID28_5,3.0,5. The dynamic ghost hand motivated me to continue learning.
User25,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User26,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User27,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User28,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User29,Practice,Dynamic,LearningExp,QID28_5,5.0,5. The dynamic ghost hand motivated me to continue learning.
User30,Practice,Dynamic,LearningExp,QID28_5,4.0,5. The dynamic ghost hand motivated me to continue learning.
User1,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User2,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User3,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User4,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User5,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User6,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User7,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User8,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User9,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User10,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User11,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User12,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User13,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User14,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User15,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User16,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User17,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User18,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User19,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User20,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User21,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User22,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User23,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User24,Practice,Dynamic,LearningExp,QID28_6,1.0,6. The dynamic ghost hand helped me stay focused while playing.
User25,Practice,Dynamic,LearningExp,QID28_6,3.0,6. The dynamic ghost hand helped me stay focused while playing.
User26,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User27,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User28,Practice,Dynamic,LearningExp,QID28_6,4.0,6. The dynamic ghost hand helped me stay focused while playing.
User29,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User30,Practice,Dynamic,LearningExp,QID28_6,5.0,6. The dynamic ghost hand helped me stay focused while playing.
User1,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User2,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User3,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User4,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User5,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User6,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User7,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User8,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User9,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User10,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User11,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User12,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User13,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User14,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User15,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User16,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User17,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User18,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User19,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User20,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User21,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User22,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User23,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User24,Practice,Dynamic,LearningExp,QID28_7,1.0,7. The dynamic ghost hand distracted me during playing.
User25,Practice,Dynamic,LearningExp,QID28_7,5.0,7. The dynamic ghost hand distracted me during playing.
User26,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User27,Practice,Dynamic,LearningExp,QID28_7,4.0,7. The dynamic ghost hand distracted me during playing.
User28,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User29,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User30,Practice,Dynamic,LearningExp,QID28_7,3.0,7. The dynamic ghost hand distracted me during playing.
User1,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User2,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User3,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User4,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User5,Practice,Dynamic,VisualDesign,QID8_1,2.0,8. The transparency of the dynamic ghost hand was appropriate.
User6,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User7,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User8,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User9,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User10,Practice,Dynamic,VisualDesign,QID8_1,3.0,8. The transparency of the dynamic ghost hand was appropriate.
User11,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User12,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User13,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User14,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User15,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User16,Practice,Dynamic,VisualDesign,QID8_1,1.0,8. The transparency of the dynamic ghost hand was appropriate.
User17,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User18,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User19,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User20,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User21,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User22,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User23,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User24,Practice,Dynamic,VisualDesign,QID8_1,2.0,8. The transparency of the dynamic ghost hand was appropriate.
User25,Practice,Dynamic,VisualDesign,QID8_1,3.0,8. The transparency of the dynamic ghost hand was appropriate.
User26,Practice,Dynamic,VisualDesign,QID8_1,4.0,8. The transparency of the dynamic ghost hand was appropriate.
User27,Practice,Dynamic,VisualDesign,QID8_1,3.0,8. The transparency of the dynamic ghost hand was appropriate.
User28,Practice,Dynamic,VisualDesign,QID8_1,3.0,8. The transparency of the dynamic ghost hand was appropriate.
User29,Practice,Dynamic,VisualDesign,QID8_1,5.0,8. The transparency of the dynamic ghost hand was appropriate.
User30,Practice,Dynamic,VisualDesign,QID8_1,3.0,8. The transparency of the dynamic ghost hand was appropriate.
User1,Practice,Dynamic,VisualDesign,QID8_2,5.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User2,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User3,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User4,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User5,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User6,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User7,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User8,Practice,Dynamic,VisualDesign,QID8_2,2.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User9,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User10,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User11,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User12,Practice,Dynamic,VisualDesign,QID8_2,5.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User13,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User14,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User15,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User16,Practice,Dynamic,VisualDesign,QID8_2,1.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User17,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User18,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User19,Practice,Dynamic,VisualDesign,QID8_2,5.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User20,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User21,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User22,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User23,Practice,Dynamic,VisualDesign,QID8_2,5.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User24,Practice,Dynamic,VisualDesign,QID8_2,2.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User25,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User26,Practice,Dynamic,VisualDesign,QID8_2,4.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User27,Practice,Dynamic,VisualDesign,QID8_2,2.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User28,Practice,Dynamic,VisualDesign,QID8_2,2.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User29,Practice,Dynamic,VisualDesign,QID8_2,5.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User30,Practice,Dynamic,VisualDesign,QID8_2,3.0,9. The changing transparency of the dynamic ghost hand (in dynamic conditions) helped me focus better.
User1,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User2,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User3,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User4,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User5,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User6,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User7,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User8,Practice,Dynamic,VisualDesign,QID8_3,2.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User9,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User10,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User11,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User12,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User13,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User14,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User15,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User16,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User17,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User18,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User19,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User20,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User21,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User22,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User23,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User24,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User25,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User26,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User27,Practice,Dynamic,VisualDesign,QID8_3,3.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User28,Practice,Dynamic,VisualDesign,QID8_3,2.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User29,Practice,Dynamic,VisualDesign,QID8_3,5.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User30,Practice,Dynamic,VisualDesign,QID8_3,4.0,"10. I prefer dynamic ghost hand that adapts based on my performance (e.g., becomes more or less visible)."
User1,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User2,Practice,Dynamic,VisualDesign,QID8_4,1.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User3,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User4,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User5,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User6,Practice,Dynamic,VisualDesign,QID8_4,1.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User7,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User8,Practice,Dynamic,VisualDesign,QID8_4,1.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User9,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User10,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User11,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User12,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User13,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User14,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User15,Practice,Dynamic,VisualDesign,QID8_4,5.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User16,Practice,Dynamic,VisualDesign,QID8_4,1.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User17,Practice,Dynamic,VisualDesign,QID8_4,4.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User18,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User19,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User20,Practice,Dynamic,VisualDesign,QID8_4,2.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User21,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
User22,Practice,Dynamic,VisualDesign,QID8_4,3.0,11. The dynamic ghost hand's transparency changes were noticeable and understandable.
